sequence,frame_id,pred_id,confidence,pred_bbox,best_gt_id,best_iou,matched_gt_id,matched,status,reason,selection_candidate
400,1600938533886497,5,0.06013072,"[708.478,457.128,720.0,492.726]",4004654,0.0,,False,LOW_CONF,LOW_CONF,False
400,1600938533886497,6,0.05986331,"[703.555,460.458,718.255,500.78]",4004654,0.0,,False,LOW_CONF,LOW_CONF,False
400,1600938533886497,7,0.05279003,"[647.466,647.951,673.999,680.998]",4004654,0.0,,False,LOW_CONF,LOW_CONF,False
400,1600938533953135,0,0.91591346,"[605.973,228.099,707.654,322.53]",4004651,0.9595685345748851,4004651,True,MATCHED,MATCHED,True
400,1600938533953135,1,0.88135052,"[659.063,294.125,720.0,368.496]",4004654,0.8831837208691729,4004654,True,MATCHED,MATCHED,True
400,1600938533953135,2,0.84727579,"[678.015,353.738,719.844,430.928]",4004656,0.8916290495812292,4004656,True,MATCHED,MATCHED,True
400,1600938533953135,3,0.8470102,"[586.613,179.21,668.491,255.967]",4004648,0.8807693549583465,4004648,True,MATCHED,MATCHED,True
400,1600938533953135,4,0.25678632,"[643.512,161.942,661.206,181.53]",4004648,0.006084938074717542,,False,LOW_CONF,LOW_CONF,False
400,1600938533953135,5,0.1359013,"[696.672,572.391,719.165,613.109]",4004654,0.0,,False,LOW_CONF,LOW_CONF,False
400,1600938534019771,0,0.90027815,"[664.922,345.673,719.986,430.646]",4004656,0.9618723419989748,4004656,True,MATCHED,MATCHED,True
400,1600938534019771,1,0.88160062,"[593.318,224.614,696.082,320.907]",4004651,0.9288103544783224,4004651,True,MATCHED,MATCHED,True
400,1600938534019771,2,0.86760294,"[571.526,175.121,656.966,253.079]",4004648,0.8829587798589248,4004648,True,MATCHED,MATCHED,True
400,1600938534019771,3,0.86356676,"[645.169,287.804,719.968,366.355]",4004654,0.8921021255618309,4004654,True,MATCHED,MATCHED,True
400,1600938534019771,4,0.16076696,"[702.133,429.173,718.184,463.003]",4004656,0.008825252784620619,,False,LOW_CONF,LOW_CONF,False
400,1600938534019771,5,0.13357693,"[696.326,428.126,718.041,462.299]",4004656,0.015866619730035548,,False,LOW_CONF,LOW_CONF,False
400,1600938534019771,6,0.10490093,"[710.316,430.135,720.0,462.713]",4004656,0.003276291904601577,,False,LOW_CONF,LOW_CONF,False
400,1600938534019771,7,0.06971163,"[689.942,600.238,718.095,633.934]",4004654,0.0,,False,LOW_CONF,LOW_CONF,False
400,1600938534019771,8,0.0616419,"[678.275,426.142,717.32,463.014]",4004656,0.03906539543076546,,False,LOW_CONF,LOW_CONF,False
400,1600938534086408,0,0.91455483,"[650.76,343.747,719.782,430.371]",4004656,0.9466676199842907,4004656,True,MATCHED,MATCHED,True
400,1600938534086408,1,0.90544361,"[578.655,224.497,681.008,320.214]",4004651,0.9204560876456896,4004651,True,MATCHED,MATCHED,True
400,1600938534086408,2,0.89687008,"[634.802,285.777,718.889,368.464]",4004654,0.8658567250275687,4004654,True,MATCHED,MATCHED,True
400,1600938534086408,3,0.86233807,"[558.014,175.612,642.272,252.938]",4004648,0.953953069851029,4004648,True,MATCHED,MATCHED,True
400,1600938534086408,4,0.06823583,"[615.579,161.742,634.002,178.619]",4004648,0.0069099358160115715,,False,LOW_CONF,LOW_CONF,False
400,1600938534153045,0,0.90790319,"[637.002,345.345,720.0,432.505]",4004656,0.9244338081219381,4004656,True,MATCHED,MATCHED,True
400,1600938534153045,1,0.90261626,"[562.359,227.953,664.681,322.053]",4004651,0.9451108491434624,4004651,True,MATCHED,MATCHED,True
400,1600938534153045,2,0.85790867,"[543.697,176.76,628.126,255.976]",4004648,0.9004835283359602,4004648,True,MATCHED,MATCHED,True
400,1600938534153045,3,0.84397089,"[619.856,287.829,709.011,368.876]",4004654,0.8747217393078287,4004654,True,MATCHED,MATCHED,True
400,1600938534153045,4,0.06915813,"[601.049,160.64,621.208,181.281]",4004648,0.009459676075045886,,False,LOW_CONF,LOW_CONF,False
400,1600938534219681,0,0.9044894,"[624.664,342.383,717.384,431.384]",4004656,0.9253389459520078,4004656,True,MATCHED,MATCHED,True
400,1600938534219681,1,0.89930969,"[548.899,224.795,651.385,320.438]",4004651,0.9165330661200054,4004651,True,MATCHED,MATCHED,True
400,1600938534219681,2,0.857418,"[607.224,286.562,694.235,365.992]",4004654,0.885021591861677,4004654,True,MATCHED,MATCHED,True
400,1600938534219681,3,0.85036361,"[529.545,176.103,613.301,253.431]",4004648,0.9314063006623102,4004648,True,MATCHED,MATCHED,True
400,1600938534286316,0,0.89708388,"[535.115,224.741,635.426,320.209]",4004651,0.9617605373937975,4004651,True,MATCHED,MATCHED,True
400,1600938534286316,1,0.89136863,"[609.5,342.343,706.028,431.013]",4004656,0.9102472479448009,4004656,True,MATCHED,MATCHED,True
400,1600938534286316,2,0.85340202,"[591.097,288.842,677.63,362.644]",4004654,0.8677049546195658,4004654,True,MATCHED,MATCHED,True
400,1600938534286316,3,0.84217441,"[515.139,177.13,599.03,253.65]",4004648,0.936240885747574,4004648,True,MATCHED,MATCHED,True
400,1600938534286316,4,0.06841577,"[579.507,161.673,594.937,181.678]",4004648,0.010878093249164285,,False,LOW_CONF,LOW_CONF,False
400,1600938534352951,0,0.91128075,"[521.713,227.341,619.177,322.843]",4004651,0.94142425737554,4004651,True,MATCHED,MATCHED,True
400,1600938534352951,1,0.890257,"[594.778,343.239,688.314,433.905]",4004656,0.9354972580140175,4004656,True,MATCHED,MATCHED,True
400,1600938534352951,2,0.85322702,"[578.423,289.881,663.414,366.288]",4004654,0.894120464400772,4004654,True,MATCHED,MATCHED,True
400,1600938534352951,3,0.83402693,"[503.828,179.959,585.029,254.303]",4004648,0.9431860040043514,4004648,True,MATCHED,MATCHED,True
400,1600938534352951,4,0.055852,"[562.734,162.057,579.627,182.422]",4004648,0.008650996591783,,False,LOW_CONF,LOW_CONF,False
400,1600938534419587,0,0.90859836,"[506.666,224.402,606.333,319.103]",4004651,0.9458164246900769,4004651,True,MATCHED,MATCHED,True
400,1600938534419587,1,0.89481521,"[580.683,342.07,674.815,431.643]",4004656,0.9463171308641981,4004656,True,MATCHED,MATCHED,True
400,1600938534419587,2,0.87538987,"[560.681,288.951,649.233,365.248]",4004654,0.8924798777960292,4004654,True,MATCHED,MATCHED,True
400,1600938534419587,3,0.8600418,"[488.959,175.998,572.865,253.243]",4004648,0.9754384451922246,4004648,True,MATCHED,MATCHED,True
400,1600938534486220,0,0.92152125,"[493.296,225.331,590.637,320.513]",4004651,0.9109840502661635,4004651,True,MATCHED,MATCHED,True
400,1600938534486220,1,0.90723974,"[566.815,342.632,660.721,431.964]",4004656,0.9398918095574104,4004656,True,MATCHED,MATCHED,True
400,1600938534486220,2,0.87643403,"[475.288,177.369,558.029,252.073]",4004648,0.9405361746609258,4004648,True,MATCHED,MATCHED,True
400,1600938534486220,3,0.84896362,"[548.273,288.238,636.146,365.078]",4004654,0.897788657131861,4004654,True,MATCHED,MATCHED,True
400,1600938534552855,0,0.91480172,"[479.364,226.96,575.787,321.649]",4004651,0.9405889830554028,4004651,True,MATCHED,MATCHED,True
400,1600938534552855,1,0.9019326,"[551.349,345.944,643.9,433.915]",4004656,0.9326235991981664,4004656,True,MATCHED,MATCHED,True
400,1600938534552855,2,0.86545968,"[460.982,179.533,543.26,252.728]",4004648,0.9555488386350763,4004648,True,MATCHED,MATCHED,True
400,1600938534552855,3,0.8573854,"[534.512,290.982,620.653,365.572]",4004654,0.9000388144167631,4004654,True,MATCHED,MATCHED,True
400,1600938534619491,0,0.89335722,"[465.486,225.779,562.781,320.187]",4004651,0.962041053311625,4004651,True,MATCHED,MATCHED,True
400,1600938534619491,1,0.89212173,"[537.823,343.641,631.005,431.623]",4004656,0.9287797353574258,4004656,True,MATCHED,MATCHED,True
400,1600938534619491,2,0.8627761,"[447.209,176.335,531.05,251.373]",4004648,0.9527501783848281,4004648,True,MATCHED,MATCHED,True
400,1600938534619491,3,0.85423791,"[519.391,288.936,606.654,364.332]",4004654,0.927368278773769,4004654,True,MATCHED,MATCHED,True
400,1600938534686129,0,0.92013866,"[450.654,226.726,548.2,321.868]",4004651,0.9641992499821777,4004651,True,MATCHED,MATCHED,True
400,1600938534686129,1,0.89416081,"[523.686,344.724,617.47,431.199]",4004656,0.9283392170329672,4004656,True,MATCHED,MATCHED,True
400,1600938534686129,2,0.86893451,"[506.188,290.376,592.587,365.003]",4004654,0.9269061336583426,4004654,True,MATCHED,MATCHED,True
400,1600938534686129,3,0.85744691,"[434.334,178.265,515.556,250.223]",4004648,0.9594044250038035,4004648,True,MATCHED,MATCHED,True
400,1600938534686129,4,0.06407967,"[500.588,163.671,517.584,182.922]",4004648,0.012146329834296131,,False,LOW_CONF,LOW_CONF,False
400,1600938534686129,5,0.05389531,"[500.87,170.79,517.923,186.121]",4004648,0.020035768655303977,,False,LOW_CONF,LOW_CONF,False
400,1600938534752767,0,0.9061482,"[435.275,227.034,533.41,321.769]",4004651,0.9542370283357833,4004651,True,MATCHED,MATCHED,True
400,1600938534752767,1,0.90384692,"[507.724,346.343,601.64,432.33]",4004656,0.9098904608046389,4004656,True,MATCHED,MATCHED,True
400,1600938534752767,2,0.87250388,"[420.44,177.067,500.988,252.352]",4004648,0.9283830241405083,4004648,True,MATCHED,MATCHED,True
400,1600938534752767,3,0.85793722,"[492.868,289.83,578.292,361.562]",4004654,0.9162132727272734,4004654,True,MATCHED,MATCHED,True
400,1600938534819405,0,0.90509981,"[422.144,226.299,518.748,321.208]",4004651,0.9674345483047082,4004651,True,MATCHED,MATCHED,True
400,1600938534819405,1,0.8997156,"[494.693,345.788,587.406,431.299]",4004656,0.911255903770813,4004656,True,MATCHED,MATCHED,True
400,1600938534819405,2,0.8781414,"[477.339,291.251,563.34,361.476]",4004654,0.915063670454546,4004654,True,MATCHED,MATCHED,True
400,1600938534819405,3,0.86628711,"[408.468,177.863,487.87,248.837]",4004648,0.962641938230525,4004648,True,MATCHED,MATCHED,True
400,1600938534886042,0,0.89781898,"[462.094,290.43,547.996,362.643]",4004654,0.9331639917641936,4004654,True,MATCHED,MATCHED,True
400,1600938534886042,1,0.89753556,"[407.13,226.478,504.356,320.97]",4004651,0.9593980976419687,4004651,True,MATCHED,MATCHED,True
400,1600938534886042,2,0.89576453,"[480.161,344.621,572.313,428.915]",4004656,0.892864591544906,4004656,True,MATCHED,MATCHED,True
400,1600938534886042,3,0.86839938,"[396.239,177.694,473.41,247.665]",4004648,0.9246116508561651,4004648,True,MATCHED,MATCHED,True
400,1600938534952679,0,0.90473998,"[394.045,227.34,488.14,322.843]",4004651,0.9719181299289977,4004651,True,MATCHED,MATCHED,True
400,1600938534952679,1,0.89804071,"[465.954,345.841,558.187,429.235]",4004656,0.8987596403010071,4004656,True,MATCHED,MATCHED,True
400,1600938534952679,2,0.8802653,"[447.621,291.445,532.917,362.468]",4004654,0.9335238073708796,4004654,True,MATCHED,MATCHED,True
400,1600938534952679,3,0.86439568,"[380.923,178.637,459.491,250.198]",4004648,0.9689160034913818,4004648,True,MATCHED,MATCHED,True
400,1600938535019316,0,0.90304625,"[379.948,226.258,473.676,321.651]",4004651,0.9744005966850791,4004651,True,MATCHED,MATCHED,False
400,1600938535019316,1,0.89943069,"[434.772,291.434,518.936,362.693]",4004654,0.9450681191326616,4004654,True,MATCHED,MATCHED,True
400,1600938535019316,2,0.893224,"[450.608,345.765,544.242,429.634]",4004656,0.9111296385486631,4004656,True,MATCHED,MATCHED,True
400,1600938535019316,3,0.86425078,"[366.976,178.305,445.551,249.746]",4004648,0.9673971324455308,4004648,True,MATCHED,MATCHED,True
400,1600938535085951,0,0.91336071,"[365.959,226.324,459.058,321.863]",4004651,0.9709559661423844,4004651,True,MATCHED,MATCHED,True
400,1600938535085951,1,0.89999187,"[437.306,344.596,529.709,428.628]",4004656,0.9081647831578942,4004656,True,MATCHED,MATCHED,True
400,1600938535085951,2,0.87862152,"[421.14,292.411,505.498,361.881]",4004654,0.9513555616883113,4004654,True,MATCHED,MATCHED,True
400,1600938535085951,3,0.8640151,"[351.67,177.925,432.601,244.938]",4004648,0.9243431216805169,4004648,True,MATCHED,MATCHED,True
400,1600938535152588,0,0.90734041,"[351.422,227.059,442.169,322.89]",4004651,0.9461710342677494,4004651,True,MATCHED,MATCHED,True
400,1600938535152588,1,0.8953383,"[422.708,346.73,514.622,429.4]",4004656,0.8887170035087708,4004656,True,MATCHED,MATCHED,True
400,1600938535152588,2,0.88652527,"[406.072,293.572,491.311,362.179]",4004654,0.9407570117240243,4004654,True,MATCHED,MATCHED,True
400,1600938535152588,3,0.8820405,"[338.696,179.504,417.881,247.271]",4004648,0.9464073888888882,4004648,True,MATCHED,MATCHED,True
400,1600938535152588,4,0.08189198,"[600.289,1216.872,661.654,1276.182]",4004648,0.0,,False,LOW_CONF,LOW_CONF,False
401,1600938536751851,0,0.90312529,"[78.65,347.099,174.61,429.814]",4013454,0.9447411481151743,4013454,True,MATCHED,MATCHED,True
401,1600938536751851,1,0.89812261,"[601.908,182.826,669.236,255.636]",4013460,0.9175072635046718,4013460,True,MATCHED,MATCHED,True
401,1600938536751851,2,0.88428688,"[611.368,243.071,699.724,344.157]",4013462,0.9415511929158757,4013462,True,MATCHED,MATCHED,True
401,1600938536751851,3,0.84827155,"[574.988,324.531,662.228,407.945]",4013464,0.9245888558269526,4013464,True,MATCHED,MATCHED,True
401,1600938536751851,4,0.84760326,"[69.605,288.218,161.024,356.799]",4013457,0.9162239969644147,4013457,True,MATCHED,MATCHED,True
401,1600938536751851,5,0.83548063,"[12.781,230.752,109.705,321.371]",4013451,0.9769083534416496,4013451,True,MATCHED,MATCHED,True
401,1600938536751851,6,0.83489233,"[10.581,182.842,91.485,240.401]",4013452,0.9348483746009298,4013452,True,MATCHED,MATCHED,True
401,1600938536751851,7,0.77712983,"[681.341,328.418,719.632,415.198]",4013468,0.5508804842943328,4013468,True,MATCHED,MATCHED,True
401,1600938536751851,8,0.70104557,"[664.446,703.571,718.621,767.063]",4013449,0.7475501405423522,4013449,True,MATCHED,MATCHED,True
401,1600938536751851,9,0.07212152,"[673.03,465.421,712.393,525.805]",4013466,0.7122587459284012,,False,LOW_CONF,LOW_CONF,False
401,1600938536751851,10,0.07110421,"[0.0,465.83,19.608,527.703]",4013449,0.0,,False,LOW_CONF,LOW_CONF,False
401,1600938536751851,11,0.05121733,"[649.303,581.666,676.824,634.866]",4013449,0.0,,False,LOW_CONF,LOW_CONF,False
401,1600938536818488,0,0.90216333,"[590.145,184.946,655.87,258.126]",4013460,0.9514722415382726,4013460,True,MATCHED,MATCHED,True
401,1600938536818488,1,0.89501035,"[63.511,346.751,162.473,429.412]",4013454,0.9422451377762326,4013454,True,MATCHED,MATCHED,True
401,1600938536818488,2,0.87133694,"[596.078,245.345,684.829,346.098]",4013462,0.9231403744036628,4013462,True,MATCHED,MATCHED,True
401,1600938536818488,3,0.86885065,"[55.519,286.817,145.971,353.438]",4013457,0.8857547767044279,4013457,True,MATCHED,MATCHED,True
401,1600938536818488,4,0.86669499,"[671.108,327.782,720.0,417.94]",4013468,0.7040284181287525,4013468,True,MATCHED,MATCHED,True
401,1600938536818488,5,0.84630364,"[1.245,182.275,76.87,237.976]",4013452,0.9521672976943941,4013452,True,MATCHED,MATCHED,True
401,1600938536818488,6,0.83791465,"[0.551,230.296,95.969,318.501]",4013451,0.9534773637702502,4013451,True,MATCHED,MATCHED,True
401,1600938536818488,7,0.78241158,"[564.0,326.63,648.038,407.664]",4013464,0.9418543404574008,4013464,True,MATCHED,MATCHED,True
401,1600938536818488,8,0.73763698,"[650.712,704.744,711.983,768.75]",4013449,0.7155204632708285,4013449,True,MATCHED,MATCHED,True
401,1600938536818488,9,0.2371811,"[655.842,465.116,697.553,528.189]",4013466,0.5948649688542488,,False,LOW_CONF,LOW_CONF,False
401,1600938536818488,10,0.12105998,"[657.476,466.86,707.25,536.712]",4013466,0.638062547835908,,False,LOW_CONF,LOW_CONF,False
401,1600938536818488,11,0.08794881,"[703.105,415.49,718.765,455.431]",4013468,0.006302685197210382,,False,LOW_CONF,LOW_CONF,False
401,1600938536885126,0,0.90493149,"[50.166,347.315,148.241,428.342]",4013454,0.9333712737843552,4013454,True,MATCHED,MATCHED,True
401,1600938536885126,1,0.89831305,"[657.343,324.672,720.0,416.754]",4013468,0.7728462993295929,4013468,True,MATCHED,MATCHED,True
401,1600938536885126,2,0.88812888,"[585.471,244.38,671.446,345.677]",4013462,0.8893737638649507,4013462,True,MATCHED,MATCHED,True
401,1600938536885126,3,0.88778305,"[575.863,183.955,642.441,255.819]",4013460,0.9329818515335809,4013460,True,MATCHED,MATCHED,True
401,1600938536885126,4,0.84719241,"[41.495,288.291,134.117,356.825]",4013457,0.9162328275160606,4013457,True,MATCHED,MATCHED,True
401,1600938536885126,5,0.83478338,"[552.341,327.202,634.757,408.242]",4013464,0.9035433766233761,4013464,True,MATCHED,MATCHED,True
401,1600938536885126,6,0.8317349,"[0.0,182.305,65.43,236.757]",4013452,0.9390165644915317,4013452,True,MATCHED,MATCHED,True
401,1600938536885126,7,0.83154708,"[0.0,230.486,84.19,317.223]",4013451,0.9506093607883838,4013451,True,MATCHED,MATCHED,True
401,1600938536885126,8,0.7095198,"[628.288,702.752,696.82,773.674]",4013449,0.7612115087813678,4013449,True,MATCHED,MATCHED,True
401,1600938536885126,9,0.16344832,"[636.158,462.096,677.979,526.557]",4013466,0.5451009942050903,,False,LOW_CONF,LOW_CONF,False
401,1600938536885126,10,0.05180868,"[626.45,467.176,680.62,539.375]",4013466,0.42775548806262237,,False,LOW_CONF,LOW_CONF,False
401,1600938536885126,11,0.05101711,"[0.986,304.446,32.824,322.433]",4013451,0.06561255446922848,,False,LOW_CONF,LOW_CONF,False
401,1600938536885126,12,0.05029691,"[641.182,469.228,694.341,539.536]",4013466,0.6420587924548019,,False,LOW_CONF,LOW_CONF,False
401,1600938536951764,0,0.90243286,"[645.087,325.128,718.694,416.379]",4013468,0.8406112148512879,4013468,True,MATCHED,MATCHED,True
401,1600938536951764,1,0.89328492,"[35.442,347.489,134.729,427.899]",4013454,0.9275523546465687,4013454,True,MATCHED,MATCHED,True
401,1600938536951764,2,0.88699949,"[563.828,183.866,629.3,254.975]",4013460,0.9150781247085837,4013460,True,MATCHED,MATCHED,True
401,1600938536951764,3,0.8661949,"[27.623,288.929,118.609,354.604]",4013457,0.8829056663711584,4013457,True,MATCHED,MATCHED,True
401,1600938536951764,4,0.86066896,"[570.828,245.831,658.13,343.873]",4013462,0.9086824535635857,4013462,True,MATCHED,MATCHED,True
401,1600938536951764,5,0.83440572,"[0.0,232.674,69.471,316.406]",4013451,0.9726753904488695,4013451,True,MATCHED,MATCHED,True
401,1600938536951764,6,0.8151769,"[622.372,704.425,684.483,773.153]",4013449,0.6878655881835064,4013449,True,MATCHED,MATCHED,True
401,1600938536951764,7,0.81047398,"[0.0,183.946,51.094,237.287]",4013452,0.942976673707079,4013452,True,MATCHED,MATCHED,True
401,1600938536951764,8,0.80099881,"[540.401,325.163,624.35,406.209]",4013464,0.913225404339819,4013464,True,MATCHED,MATCHED,True
401,1600938536951764,9,0.37166631,"[703.081,191.829,718.871,236.788]",4013470,0.9143984893567458,4013470,True,MATCHED,MATCHED,True
401,1600938536951764,10,0.35090855,"[623.022,464.353,664.67,526.066]",4013466,0.608244396555773,4013466,True,MATCHED,MATCHED,True
401,1600938536951764,11,0.22049363,"[703.854,285.845,719.402,326.741]",4013472,0.6225690335526707,,False,LOW_CONF,LOW_CONF,False
401,1600938536951764,12,0.18145931,"[710.865,285.656,720.0,319.328]",4013472,0.590766145033557,,False,LOW_CONF,LOW_CONF,False
401,1600938536951764,13,0.17889193,"[709.869,287.211,720.0,334.329]",4013472,0.6962772851939912,,False,LOW_CONF,LOW_CONF,False
401,1600938537018400,0,0.90112716,"[628.384,324.731,709.199,416.85]",4013468,0.8092576017112835,4013468,True,MATCHED,MATCHED,True
401,1600938537018400,1,0.89455146,"[550.21,184.731,615.15,256.32]",4013460,0.9545514308293996,4013460,True,MATCHED,MATCHED,True
401,1600938537018400,2,0.89234304,"[19.513,346.982,122.036,429.662]",4013454,0.9586448306060065,4013454,True,MATCHED,MATCHED,True
401,1600938537018400,3,0.85870445,"[527.181,325.255,610.761,409.402]",4013464,0.9358149593081094,4013464,True,MATCHED,MATCHED,True
401,1600938537018400,4,0.85039729,"[559.355,245.121,645.823,345.918]",4013462,0.9316057794281708,4013462,True,MATCHED,MATCHED,True
401,1600938537018400,5,0.84697479,"[12.084,288.689,104.991,354.912]",4013457,0.9121690527798363,4013457,True,MATCHED,MATCHED,True
401,1600938537018400,6,0.82986867,"[608.477,704.429,671.862,771.781]",4013449,0.6662151248439447,4013449,True,MATCHED,MATCHED,True
401,1600938537018400,7,0.77198941,"[694.285,280.381,719.775,361.994]",4013472,0.8618510372461914,4013472,True,MATCHED,MATCHED,True
401,1600938537018400,8,0.76014745,"[0.0,232.468,56.013,313.275]",4013451,0.5845908621248902,4013451,True,MATCHED,MATCHED,True
401,1600938537018400,9,0.75471771,"[0.0,189.372,38.322,236.725]",4013452,0.8860040060324772,4013452,True,MATCHED,MATCHED,True
401,1600938537018400,10,0.54351568,"[690.861,198.812,715.096,235.792]",4013470,0.6180760689655175,,False,GREEDY_MATCH_CONFLICT,GREEDY_MATCH_CONFLICT,False
401,1600938537018400,11,0.37975746,"[690.346,187.52,717.624,236.356]",4013470,0.905958418475075,4013470,True,MATCHED,MATCHED,True
401,1600938537018400,12,0.23661518,"[611.277,465.265,660.293,532.102]",4013466,0.7020855777947523,,False,LOW_CONF,LOW_CONF,False
401,1600938537018400,13,0.18232605,"[708.64,221.506,720.0,281.071]",4013470,0.07597156461215479,,False,LOW_CONF,LOW_CONF,False
401,1600938537018400,14,0.13054022,"[703.455,216.858,715.796,268.58]",4013470,0.1275499576479241,,False,LOW_CONF,LOW_CONF,False
401,1600938537018400,15,0.09153734,"[613.937,464.762,667.506,544.208]",4013466,0.8980594920821678,,False,LOW_CONF,LOW_CONF,False
401,1600938537018400,16,0.08719303,"[614.292,464.337,651.478,522.967]",4013466,0.5076624407462359,,False,LOW_CONF,LOW_CONF,False
401,1600938537018400,17,0.08135004,"[563.346,243.86,646.009,307.805]",4013462,0.5731345807486912,,False,LOW_CONF,LOW_CONF,False
401,1600938537085037,0,0.89714938,"[613.197,323.949,693.925,417.178]",4013468,0.7893924299502446,4013468,True,MATCHED,MATCHED,True
401,1600938537085037,1,0.8952502,"[7.231,346.255,107.718,429.879]",4013454,0.9579485736434111,4013454,True,MATCHED,MATCHED,True
401,1600938537085037,2,0.88250846,"[537.376,183.573,601.161,255.723]",4013460,0.9586389625461524,4013460,True,MATCHED,MATCHED,True
401,1600938537085037,3,0.88048047,"[546.824,244.225,631.168,344.308]",4013462,0.912144234874929,4013462,True,MATCHED,MATCHED,True
401,1600938537085037,4,0.85810578,"[1.811,287.845,91.967,355.896]",4013457,0.9262086286231883,4013457,True,MATCHED,MATCHED,True
401,1600938537085037,5,0.83220327,"[515.887,325.277,599.598,407.339]",4013464,0.9356810245417865,4013464,True,MATCHED,MATCHED,True
401,1600938537085037,6,0.82642907,"[593.973,703.165,660.013,770.553]",4013449,0.6692223061185694,4013449,True,MATCHED,MATCHED,True
401,1600938537085037,7,0.79615664,"[679.671,272.831,719.892,364.073]",4013472,0.9340642821271976,4013472,True,MATCHED,MATCHED,True
401,1600938537085037,8,0.69218922,"[0.0,195.173,25.924,233.039]",4013452,0.8390069948717945,4013452,True,MATCHED,MATCHED,True
401,1600938537085037,9,0.65111029,"[692.873,198.207,719.577,273.954]",4013470,0.26188994075699584,,False,IOU_BELOW_0_5,IOU_BELOW_0_5,False
401,1600938537085037,10,0.62036109,"[0.0,232.133,43.905,298.114]",4013451,0.6793478718161909,4013451,True,MATCHED,MATCHED,True
