sequence,frame_id,pred_id,gt_id,confidence,iou,pred_bbox,bbox_center_x,bbox_center_y,bbox_depth_valid,bbox_valid_pixels,bbox_median_depth,mask_depth_valid,mask_pixel_count,mask_valid_pixels,mask_median_depth,visibility_valid,visibility,bbox_proximity_valid,mask_proximity_valid,center_score_valid,center_score,confidence_score_valid,old_candidate,followup_candidate,mask_only_candidate_possible,primary_drop_reason,all_failed_conditions,critical_case
400,1600938533819859,0,4004651,0.92376983,0.981485508247331,"[636.134,224.679,720.0,320.302]",678,272,True,25,813.0,True,6519,6492,810.0,True,0.8128916948527458,True,True,True,0.170638324022755,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938533819859,1,4004648,0.85643834,0.9042402761357413,"[614.33,174.926,697.432,254.445]",655,214,True,25,835.0,True,3956,3877,843.0,True,0.5986512546429337,True,True,True,0.16178349677917417,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938533819859,2,4004654,0.69004142,0.7903597743162706,"[688.631,303.256,719.443,369.471]",704,336,True,25,860.0,True,1298,1289,848.0,True,0.6362069658310486,True,True,True,0.1789342664121838,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938533886497,0,4004651,0.91543031,0.9160780404660858,"[620.867,225.014,718.629,320.787]",669,272,True,25,802.0,True,7333,7288,809.0,True,0.7831924925063221,True,True,True,0.17231916457930588,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938533886497,1,4004648,0.85983336,0.8948660141113769,"[599.71,176.2,682.43,254.209]",641,215,True,25,828.0,True,3873,3815,835.0,True,0.6001948443532521,True,True,True,0.1641055588741492,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938533886497,2,4004656,0.79623759,0.82095241142358,"[692.72,356.795,720.0,427.692]",706,392,True,25,830.0,True,1605,1565,836.0,True,0.8298561413097867,True,True,True,0.1901681671492491,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938533886497,3,4004654,0.79403317,0.8660881993278715,"[674.592,296.48,719.586,367.483]",697,331,True,25,823.0,True,2177,2168,819.0,True,0.6814392209950593,True,True,True,0.17965487269317046,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938533953135,0,4004651,0.91591346,0.9595685345748851,"[605.973,228.099,707.654,322.53]",656,275,True,25,763.0,True,7324,7075,814.0,True,0.7627705872796675,True,True,True,0.1753751873896811,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938533953135,1,4004654,0.88135052,0.8831837208691729,"[659.063,294.125,720.0,368.496]",689,331,True,25,789.0,True,3024,2943,814.0,True,0.6672630805594615,True,True,True,0.1813134808971875,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938533953135,2,4004656,0.84727579,0.8916290495812292,"[678.015,353.738,719.844,430.928]",698,392,True,25,802.0,True,2731,2720,823.0,True,0.84583018001431,True,True,True,0.19239045419673714,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938533953135,3,4004648,0.8470102,0.8807693549583465,"[586.613,179.21,668.491,255.967]",627,217,True,25,838.0,True,3839,3733,846.0,True,0.6108476311938124,True,True,True,0.1666623479467676,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534019771,0,4004656,0.90027815,0.9618723419989748,"[664.922,345.673,719.986,430.646]",692,388,True,25,830.0,True,3753,3626,831.0,True,0.80210247502553,True,True,True,0.19339655382332652,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534019771,1,4004651,0.88160062,0.9288103544783224,"[593.318,224.614,696.082,320.907]",644,272,True,25,796.0,True,7246,7204,813.0,True,0.7322554486508459,True,True,True,0.17709433937272515,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534019771,2,4004648,0.86760294,0.8829587798589248,"[571.526,175.121,656.966,253.079]",614,214,True,25,834.0,True,3809,3709,840.0,True,0.5718591101537144,True,True,True,0.16778074029286277,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534019771,3,4004654,0.86356676,0.8921021255618309,"[645.169,287.804,719.968,366.355]",682,327,True,25,806.0,True,3735,3704,813.0,True,0.6356866576451955,True,True,True,0.18201331154451042,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534086408,0,4004656,0.91455483,0.9466676199842907,"[650.76,343.747,719.782,430.371]",685,387,True,25,818.0,True,5008,4867,820.0,True,0.8376036221384554,True,True,True,0.19529566355657593,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534086408,1,4004651,0.90544361,0.9204560876456896,"[578.655,224.497,681.008,320.214]",629,272,True,25,811.0,True,7242,7139,818.0,True,0.7392117570538592,True,True,True,0.17984351889156816,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534086408,2,4004654,0.89687008,0.8658567250275687,"[634.802,285.777,718.889,368.464]",676,327,True,25,802.0,True,4599,4575,813.0,True,0.6614504494375232,True,True,True,0.18338810110289647,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534086408,3,4004648,0.86233807,0.953953069851029,"[558.014,175.612,642.272,252.938]",600,214,True,25,839.0,True,3760,3645,841.0,True,0.5771001053320041,True,True,True,0.16984138369233126,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534153045,0,4004656,0.90790319,0.9244338081219381,"[637.002,345.345,720.0,432.505]",678,388,True,25,792.0,True,6091,5826,819.0,True,0.8419838290225252,True,True,True,0.19779919077855687,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534153045,1,4004651,0.90261626,0.9451108491434624,"[562.359,227.953,664.681,322.053]",613,275,True,25,827.0,True,7303,7192,826.0,True,0.7584774210213965,True,True,True,0.18368700645132707,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534153045,2,4004648,0.85790867,0.9004835283359602,"[543.697,176.76,628.126,255.976]",585,216,True,25,831.0,True,3621,3481,850.0,True,0.5414071294557754,True,True,True,0.17238281299211353,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534153045,3,4004654,0.84397089,0.8747217393078287,"[619.856,287.829,709.011,368.876]",664,328,True,20,799.0,True,4711,4568,813.0,True,0.6519742689767403,True,True,True,0.18668387039676163,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534219681,0,4004656,0.9044894,0.9253389459520078,"[624.664,342.383,717.384,431.384]",671,386,True,25,791.0,True,6742,6410,811.0,True,0.8169969568935531,True,True,True,0.1995993622014005,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534219681,1,4004651,0.89930969,0.9165330661200054,"[548.899,224.795,651.385,320.438]",600,272,True,25,794.0,True,7089,6944,815.0,True,0.723214697127084,True,True,True,0.1855609851330181,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534219681,2,4004654,0.857418,0.885021591861677,"[607.224,286.562,694.235,365.992]",650,326,True,25,810.0,True,4660,4599,817.0,True,0.6742596863405,True,True,True,0.18949385610136865,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534219681,3,4004648,0.85036361,0.9314063006623102,"[529.545,176.103,613.301,253.431]",571,214,True,25,841.0,True,3691,3481,845.0,True,0.5698903973447661,True,True,True,0.17394559474463644,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534286316,0,4004651,0.89708388,0.9617605373937975,"[535.115,224.741,635.426,320.209]",585,272,True,25,799.0,True,7149,6971,818.0,True,0.7465156430915112,True,True,True,0.188299061834741,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534286316,1,4004656,0.89136863,0.9102472479448009,"[609.5,342.343,706.028,431.013]",657,386,True,25,801.0,True,6711,6358,811.0,True,0.7840743061015999,True,True,True,0.2036901614129451,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534286316,2,4004654,0.85340202,0.8677049546195658,"[591.097,288.842,677.63,362.644]",634,325,True,25,797.0,True,4615,4574,814.0,True,0.7226396946796021,True,True,True,0.19335912828257448,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534286316,3,4004648,0.84217441,0.936240885747574,"[515.139,177.13,599.03,253.65]",557,215,True,25,832.0,True,3655,3400,840.0,True,0.569373235749127,True,True,True,0.1760192773508725,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534352951,0,4004651,0.91128075,0.94142425737554,"[521.713,227.341,619.177,322.843]",570,275,True,25,811.0,True,6948,6878,817.0,True,0.7464541070655287,True,True,True,0.19184941309402812,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534352951,1,4004656,0.890257,0.9354972580140175,"[594.778,343.239,688.314,433.905]",641,388,True,21,794.0,True,6646,6430,817.0,True,0.7836769754276411,True,True,True,0.20943690025575204,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534352951,2,4004654,0.85322702,0.894120464400772,"[578.423,289.881,663.414,366.288]",620,328,True,25,812.0,True,4508,4458,815.0,True,0.6941891477747149,True,True,True,0.19737226950513662,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534352951,3,4004648,0.83402693,0.9431860040043514,"[503.828,179.959,585.029,254.303]",544,217,True,25,828.0,True,3688,3474,840.0,True,0.6109189695856879,True,True,True,0.1781460238462154,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534419587,0,4004651,0.90859836,0.9458164246900769,"[506.666,224.402,606.333,319.103]",556,271,True,25,810.0,True,7537,7261,822.0,True,0.7985324406585691,True,True,True,0.19327606967010108,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534419587,1,4004656,0.89481521,0.9463171308641981,"[580.683,342.07,674.815,431.643]",627,386,True,25,796.0,True,6746,6652,811.0,True,0.8000772670173109,True,True,True,0.21346021136476495,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534419587,2,4004654,0.87538987,0.8924798777960292,"[560.681,288.951,649.233,365.248]",604,327,True,25,809.0,True,4238,4216,817.0,True,0.627270864841509,True,True,True,0.20105362707830896,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534419587,3,4004648,0.8600418,0.9754384451922246,"[488.959,175.998,572.865,253.243]",530,214,True,25,837.0,True,3767,3497,845.0,True,0.5812088584802361,True,True,True,0.17907327593484404,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534486220,0,4004651,0.92152125,0.9109840502661635,"[493.296,225.331,590.637,320.513]",541,272,True,25,813.0,True,7512,7323,816.0,True,0.810783589072103,True,True,True,0.19619197215480155,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534486220,1,4004656,0.90723974,0.9398918095574104,"[566.815,342.632,660.721,431.964]",613,387,True,25,794.0,True,6713,6557,811.0,True,0.8002326153787931,True,True,True,0.21827905250172855,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534486220,2,4004648,0.87643403,0.9405361746609258,"[475.288,177.369,558.029,252.073]",516,214,True,25,832.0,True,3752,3382,837.0,True,0.6070133012197325,True,True,True,0.18076144846543674,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534486220,3,4004654,0.84896362,0.897788657131861,"[548.273,288.238,636.146,365.078]",592,326,True,25,829.0,True,4239,4235,819.0,True,0.6277989815563241,True,True,True,0.20407925075583924,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534552855,0,4004651,0.91480172,0.9405889830554028,"[479.364,226.96,575.787,321.649]",527,274,True,25,806.0,True,7402,7162,816.0,True,0.8107163117739744,True,True,True,0.19909925996260006,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534552855,1,4004656,0.9019326,0.9326235991981664,"[551.349,345.944,643.9,433.915]",597,389,True,25,795.0,True,6622,6442,811.0,True,0.813333259179416,True,True,True,0.22473691852280514,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534552855,2,4004648,0.86545968,0.9555488386350763,"[460.982,179.533,543.26,252.728]",502,216,True,24,840.0,True,3675,3282,846.0,True,0.6102280994278467,True,True,True,0.1827948991953199,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534552855,3,4004654,0.8573854,0.9000388144167631,"[534.512,290.982,620.653,365.572]",577,328,True,25,807.0,True,4140,4114,816.5,True,0.6443321843121423,True,True,True,0.20826862003076585,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534619491,0,4004651,0.89335722,0.962041053311625,"[465.486,225.779,562.781,320.187]",514,272,True,15,766.0,True,7400,6861,811.0,True,0.8056240080727186,True,True,True,0.20077555389027707,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534619491,1,4004656,0.89212173,0.9287797353574258,"[537.823,343.641,631.005,431.623]",584,387,True,18,774.0,True,6629,6108,811.0,True,0.8085784478011524,True,True,True,0.22845928889408496,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534619491,2,4004648,0.8627761,0.9527501783848281,"[447.209,176.335,531.05,251.373]",489,213,True,25,835.0,True,3646,3144,840.0,True,0.5795340591243049,True,True,True,0.1833918062772706,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534619491,3,4004654,0.85423791,0.927368278773769,"[519.391,288.936,606.654,364.332]",563,326,True,25,825.0,True,4121,4075,823.0,True,0.6263602219298255,True,True,True,0.21124453097413634,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534686129,0,4004651,0.92013866,0.9641992499821777,"[450.654,226.726,548.2,321.868]",499,274,True,25,794.0,True,7336,6997,816.0,True,0.7904557824200856,True,True,True,0.2035083444326612,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534686129,1,4004656,0.89416081,0.9283392170329672,"[523.686,344.724,617.47,431.199]",570,387,True,25,808.0,True,6568,6275,813.0,True,0.8098672209867471,True,True,True,0.23341016411827575,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534686129,2,4004654,0.86893451,0.9269061336583426,"[506.188,290.376,592.587,365.003]",549,327,True,25,814.0,True,4087,4049,816.0,True,0.6338696214277646,True,True,True,0.21493952636692196,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534686129,3,4004648,0.85744691,0.9594044250038035,"[434.334,178.265,515.556,250.223]",474,214,True,25,831.0,True,3601,3203,831.0,True,0.6161271661120835,True,True,True,0.18484306772470774,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534752767,0,4004651,0.9061482,0.9542370283357833,"[435.275,227.034,533.41,321.769]",484,274,True,25,799.0,True,7274,6981,824.0,True,0.7824181393609919,True,True,True,0.20569153084828956,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534752767,1,4004656,0.90384692,0.9098904608046389,"[507.724,346.343,601.64,432.33]",554,389,True,25,802.0,True,6521,6218,810.0,True,0.8074986704579592,True,True,True,0.239586922134185,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534752767,2,4004648,0.87250388,0.9283830241405083,"[420.44,177.067,500.988,252.352]",460,214,True,25,835.0,True,3564,3048,844.0,True,0.5877254257232162,True,True,True,0.18620136410699453,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534752767,3,4004654,0.85793722,0.9162132727272734,"[492.868,289.83,578.292,361.562]",535,325,True,25,809.0,True,4043,3989,819.0,True,0.6597978530040122,True,True,True,0.21738123578846535,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534819405,0,4004651,0.90509981,0.9674345483047082,"[422.144,226.299,518.748,321.208]",470,273,True,25,815.0,True,7213,6913,820.0,True,0.7867077444172179,True,True,True,0.20723784749858665,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534819405,1,4004656,0.8997156,0.911255903770813,"[494.693,345.788,587.406,431.299]",541,388,True,25,804.0,True,6509,6267,806.0,True,0.8210160592452853,True,True,True,0.2439895232926561,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534819405,2,4004654,0.8781414,0.915063670454546,"[477.339,291.251,563.34,361.476]",520,326,True,25,815.0,True,3995,3948,817.0,True,0.6614873367252727,True,True,True,0.22111903553947762,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534819405,3,4004648,0.86628711,0.962641938230525,"[408.468,177.863,487.87,248.837]",448,213,True,25,831.0,True,3536,3044,841.0,True,0.6274534801855272,True,True,True,0.18668384044576833,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534886042,0,4004654,0.89781898,0.9331639917641936,"[462.094,290.43,547.996,362.643]",505,326,True,25,818.0,True,3917,3900,823.0,True,0.6314440984056634,True,True,True,0.22452001854558398,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534886042,1,4004651,0.89753556,0.9593980976419687,"[407.13,226.478,504.356,320.97]",455,273,True,17,827.0,True,7156,6615,819.0,True,0.7789200300168697,True,True,True,0.2089503202285479,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534886042,2,4004656,0.89576453,0.892864591544906,"[480.161,344.621,572.313,428.915]",526,386,True,25,822.0,True,6455,6065,811.0,True,0.8309881264956072,True,True,True,0.24818755532749057,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534886042,3,4004648,0.86839938,0.9246116508561651,"[396.239,177.694,473.41,247.665]",434,212,True,25,845.0,True,3513,3210,847.0,True,0.6505878390494002,True,True,True,0.18732836530932806,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534952679,0,4004651,0.90473998,0.9719181299289977,"[394.045,227.34,488.14,322.843]",441,275,True,25,771.0,True,7070,6654,819.0,True,0.7867483722989913,True,True,True,0.2110548909868314,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534952679,1,4004656,0.89804071,0.8987596403010071,"[465.954,345.841,558.187,429.235]",512,387,True,3,805.0,True,6395,5810,813.0,True,0.8314179731916475,True,True,True,0.25334128984207893,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534952679,2,4004654,0.8802653,0.9335238073708796,"[447.621,291.445,532.917,362.468]",490,326,True,25,794.0,True,3869,3820,817.0,True,0.6386619632199214,True,True,True,0.22775581451733745,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938534952679,3,4004648,0.86439568,0.9689160034913818,"[380.923,178.637,459.491,250.198]",420,214,True,25,844.0,True,3466,3096,844.0,True,0.6164622109212514,True,True,True,0.18874329924170913,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938535019316,0,4004651,0.90304625,0.9744005966850791,"[379.948,226.258,473.676,321.651]",426,273,False,0,,True,7024,5975,813.0,True,0.7855948827057985,False,True,True,0.21182270021801108,True,False,False,True,INVALID_BBOX_CENTER_DEPTH,INVALID_BBOX_CENTER_DEPTH,A_BBOX_INVALID_MASK_VALID
400,1600938535019316,1,4004654,0.89943069,0.9450681191326616,"[434.772,291.434,518.936,362.693]",476,327,True,25,807.0,True,3821,3669,815.0,True,0.637104901846165,True,True,True,0.23039240872090005,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938535019316,2,4004656,0.893224,0.9111296385486631,"[450.608,345.765,544.242,429.634]",497,387,True,25,808.0,True,6351,5868,810.0,True,0.8087365504950057,True,True,True,0.2581979153313811,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938535019316,3,4004648,0.86425078,0.9673971324455308,"[366.976,178.305,445.551,249.746]",406,214,True,25,842.0,True,3467,2976,848.0,True,0.6176208190554354,True,True,True,0.1892221385344243,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938535085951,0,4004651,0.91336071,0.9709559661423844,"[365.959,226.324,459.058,321.863]",412,274,True,12,810.0,True,6973,6753,811.0,True,0.7839600967319338,True,True,True,0.2129223187164716,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938535085951,1,4004656,0.89999187,0.9081647831578942,"[437.306,344.596,529.709,428.628]",483,386,True,25,812.0,True,6324,5801,810.0,True,0.8144437403034838,True,True,True,0.2618584161773562,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938535085951,2,4004654,0.87862152,0.9513555616883113,"[421.14,292.411,505.498,361.881]",463,327,True,25,828.0,True,3770,3685,821.0,True,0.6433062586262551,True,True,True,0.23284352190733662,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938535085951,3,4004648,0.8640151,0.9243431216805169,"[351.67,177.925,432.601,244.938]",392,211,True,25,833.0,True,3449,3044,842.0,True,0.6359445167435062,True,True,True,0.18876058154783293,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938535152588,0,4004651,0.90734041,0.9461710342677494,"[351.422,227.059,442.169,322.89]",396,274,True,25,820.0,True,6927,6673,822.0,True,0.7965387183763574,True,True,True,0.21418993186635488,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938535152588,1,4004656,0.8953383,0.8887170035087708,"[422.708,346.73,514.622,429.4]",468,388,True,25,804.0,True,6283,5962,806.0,True,0.8268704191191255,True,True,True,0.26711486204709706,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938535152588,2,4004654,0.88652527,0.9407570117240243,"[406.072,293.572,491.311,362.179]",448,327,True,25,818.0,True,3741,3518,819.0,True,0.6397067494793786,True,True,True,0.2355818334139204,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
400,1600938535152588,3,4004648,0.8820405,0.9464073888888882,"[338.696,179.504,417.881,247.271]",378,213,True,25,833.0,True,3434,3003,842.0,True,0.6399397828963665,True,True,True,0.1897517630768026,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
401,1600938536751851,0,4013454,0.90312529,0.9447411481151743,"[78.65,347.099,174.61,429.814]",126,388,True,25,808.0,True,6360,5264,810.0,True,0.801276862397354,True,True,True,0.22566927223257235,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
401,1600938536751851,1,4013460,0.89812261,0.9175072635046718,"[601.908,182.826,669.236,255.636]",635,219,True,25,886.0,True,3838,3776,880.0,True,0.782921510906819,True,True,True,0.16584363656060264,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
401,1600938536751851,2,4013462,0.88428688,0.9415511929158757,"[611.368,243.071,699.724,344.157]",655,293,True,25,872.0,True,6302,6269,887.0,True,0.7055882509759935,True,True,True,0.18007122600207917,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
401,1600938536751851,3,4013464,0.84827155,0.9245888558269526,"[574.988,324.531,662.228,407.945]",618,366,True,25,920.0,True,2795,2618,924.0,True,0.3840848770906961,True,True,True,0.20982179366154727,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
401,1600938536751851,4,4013457,0.84760326,0.9162239969644147,"[69.605,288.218,161.024,356.799]",115,322,True,25,809.0,True,4288,4078,820.0,True,0.6839344768638997,True,True,True,0.199664990756645,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
401,1600938536751851,5,4013451,0.83548063,0.9769083534416496,"[12.781,230.752,109.705,321.371]",61,276,True,25,699.0,True,4417,3345,775.0,True,0.5028944063076365,True,True,True,0.1751750031717214,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
401,1600938536751851,6,4013452,0.83489233,0.9348483746009298,"[10.581,182.842,91.485,240.401]",51,211,True,25,849.0,True,3263,2273,840.0,True,0.7007027782156079,True,True,True,0.15919132837188027,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
401,1600938536751851,7,4013468,0.77712983,0.5508804842943328,"[681.341,328.418,719.632,415.198]",700,371,True,25,838.0,True,1417,1395,843.0,True,0.4264356416317695,True,True,True,0.18746746480476711,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
401,1600938536751851,8,4013449,0.70104557,0.7475501405423522,"[664.446,703.571,718.621,767.063]",691,735,True,25,769.0,True,1713,1073,782.0,True,0.498011573230771,True,True,True,0.2247375523830036,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
401,1600938536818488,0,4013460,0.90216333,0.9514722415382726,"[590.145,184.946,655.87,258.126]",623,221,True,25,871.0,True,3844,3781,877.0,True,0.7992090242425004,True,True,True,0.16827877023541926,True,True,True,True,INCLUDED,,BOTH_VALID_INCLUDED
